url, code, kiname, img, attach, Size ( Dimension), Tolerance, T.C, Voltage, Cap. Value, Packing, DC bias，AC voltage，TCC，ESR & |Z|
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CA0612MRX7R9BB68122551461572106122R681M9B20D,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CA0612MRX7R9BB68122551461572106122R681M9B20D,0612(1632),±20%,X7R,50 V,680,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CA0612MRX7R9BB68222551461573406122R682M9B20D,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CA0612MRX7R9BB68222551461573406122R682M9B20D,0612(1632),±20%,X7R,50 V,6 800,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CA0612MRY5V8BB10422551261974906122F104M8B20D,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CA0612MRY5V8BB10422551261974906122F104M8B20D,0612(1632),±20%,Y5V,25 V,100 000,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CA0612MRY5V8BB33322551261974306122F333M8B20D,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CA0612MRY5V8BB33322551261974306122F333M8B20D,0612(1632),±20%,Y5V,25 V,33 000,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CA0612ZRY5V8BB10322551261983606122F103Z8B20D,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CA0612ZRY5V8BB10322551261983606122F103Z8B20D,0612(1632),+80%~-20%,Y5V,25 V,10 000,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CA0612ZRY5V8BB10422551261984906122F104Z8B20D,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CA0612ZRY5V8BB10422551261984906122F104Z8B20D,0612(1632),+80%~-20%,Y5V,25 V,100 000,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CA0612ZRY5V8BB15322551261983806122F153Z8B20D,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CA0612ZRY5V8BB15322551261983806122F153Z8B20D,0612(1632),+80%~-20%,Y5V,25 V,15 000,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CA0612ZRY5V8BB22322551261984106122F223Z8B20D,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CA0612ZRY5V8BB22322551261984106122F223Z8B20D,0612(1632),+80%~-20%,Y5V,25 V,22 000,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CA0612ZRY5V8BB33322551261984306122F333Z8B20D,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CA0612ZRY5V8BB33322551261984306122F333Z8B20D,0612(1632),+80%~-20%,Y5V,25 V,33 000,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CA0612ZRY5V8BB47322551261984506122F473Z8B20D,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CA0612ZRY5V8BB47322551261984506122F473Z8B20D,0612(1632),+80%~-20%,Y5V,25 V,47 000,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CA0612ZRY5V8BB68322551261984706122F683Z8B20D,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CA0612ZRY5V8BB68322551261984706122F683Z8B20D,0612(1632),+80%~-20%,Y5V,25 V,68 000,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC0100JRNPO6BN100CC0100JRNPO6BN1000100CG100J6B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC0100JRNPO6BN100CC0100JRNPO6BN1000100CG100J6B200,01005(0402),±5%,NP0,10 V,10,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC0100JRNPO6BN101CC0100JRNPO6BN1010100CG101J6B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC0100JRNPO6BN101CC0100JRNPO6BN1010100CG101J6B200,01005(0402),±5%,NP0,10 V,100,7" Paper,0.2mm
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC0100JRNPO6BN120CC0100JRNPO6BN1200100CG120J6B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC0100JRNPO6BN120CC0100JRNPO6BN1200100CG120J6B200,01005(0402),±5%,NP0,10 V,12,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC0100JRNPO6BN150CC0100JRNPO6BN1500100CG150J6B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC0100JRNPO6BN150CC0100JRNPO6BN1500100CG150J6B200,01005(0402),±5%,NP0,10 V,15,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC0100JRNPO6BN180CC0100JRNPO6BN1800100CG180J6B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC0100JRNPO6BN180CC0100JRNPO6BN1800100CG180J6B200,01005(0402),±5%,NP0,10 V,18,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC0100JRNPO6BN220CC0100JRNPO6BN2200100CG220J6B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC0100JRNPO6BN220CC0100JRNPO6BN2200100CG220J6B200,01005(0402),±5%,NP0,10 V,22,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC0100JRNPO6BN270CC0100JRNPO6BN2700100CG270J6B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC0100JRNPO6BN270CC0100JRNPO6BN2700100CG270J6B200,01005(0402),±5%,NP0,10 V,27,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC0100JRNPO6BN330CC0100JRNPO6BN3300100CG330J6B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC0100JRNPO6BN330CC0100JRNPO6BN3300100CG330J6B200,01005(0402),±5%,NP0,10 V,33,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC0100JRNPO6BN390CC0100JRNPO6BN3900100CG390J6B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC0100JRNPO6BN390CC0100JRNPO6BN3900100CG390J6B200,01005(0402),±5%,NP0,10 V,39,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC0100JRNPO6BN470CC0100JRNPO6BN4700100CG470J6B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC0100JRNPO6BN470CC0100JRNPO6BN4700100CG470J6B200,01005(0402),±5%,NP0,10 V,47,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC0100JRNPO6BN560CC0100JRNPO6BN5600100CG560J6B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC0100JRNPO6BN560CC0100JRNPO6BN5600100CG560J6B200,01005(0402),±5%,NP0,10 V,56,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC0100JRNPO6BN680CC0100JRNPO6BN6800100CG680J6B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC0100JRNPO6BN680CC0100JRNPO6BN6800100CG680J6B200,01005(0402),±5%,NP0,10 V,68,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC0100JRNPO6BN820CC0100JRNPO6BN8200100CG820J6B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC0100JRNPO6BN820CC0100JRNPO6BN8200100CG820J6B200,01005(0402),±5%,NP0,10 V,82,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC0100JRNPO7BN100CC0100JRNPO7BN1000100CG100J7B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC0100JRNPO7BN100CC0100JRNPO7BN1000100CG100J7B200,01005(0402),±5%,NP0,16 V,10,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC0100JRNPO7BN101CC0100JRNPO7BN1010100CG101J7B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC0100JRNPO7BN101CC0100JRNPO7BN1010100CG101J7B200,01005(0402),±5%,NP0,16 V,100,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC0100JRNPO7BN120CC0100JRNPO7BN1200100CG120J7B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC0100JRNPO7BN120CC0100JRNPO7BN1200100CG120J7B200,01005(0402),±5%,NP0,16 V,12,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC0100JRNPO7BN150CC0100JRNPO7BN1500100CG150J7B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC0100JRNPO7BN150CC0100JRNPO7BN1500100CG150J7B200,01005(0402),±5%,NP0,16 V,15,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC0100JRNPO7BN180CC0100JRNPO7BN1800100CG180J7B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC0100JRNPO7BN180CC0100JRNPO7BN1800100CG180J7B200,01005(0402),±5%,NP0,16 V,18,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC0100JRNPO7BN220CC0100JRNPO7BN2200100CG220J7B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC0100JRNPO7BN220CC0100JRNPO7BN2200100CG220J7B200,01005(0402),±5%,NP0,16 V,22,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC0100JRNPO7BN270CC0100JRNPO7BN2700100CG270J7B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC0100JRNPO7BN270CC0100JRNPO7BN2700100CG270J7B200,01005(0402),±5%,NP0,16 V,27,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC0100JRNPO7BN330CC0100JRNPO7BN3300100CG330J7B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC0100JRNPO7BN330CC0100JRNPO7BN3300100CG330J7B200,01005(0402),±5%,NP0,16 V,33,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC0100JRNPO7BN390CC0100JRNPO7BN3900100CG390J7B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC0100JRNPO7BN390CC0100JRNPO7BN3900100CG390J7B200,01005(0402),±5%,NP0,16 V,39,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC0100JRNPO7BN470CC0100JRNPO7BN4700100CG470J7B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC0100JRNPO7BN470CC0100JRNPO7BN4700100CG470J7B200,01005(0402),±5%,NP0,16 V,47,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC0100JRNPO7BN560CC0100JRNPO7BN5600100CG560J7B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC0100JRNPO7BN560CC0100JRNPO7BN5600100CG560J7B200,01005(0402),±5%,NP0,16 V,56,7" Paper,0.2mm
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC0100JRNPO7BN680CC0100JRNPO7BN6800100CG680J7B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC0100JRNPO7BN680CC0100JRNPO7BN6800100CG680J7B200,01005(0402),±5%,NP0,16 V,68,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC0100JRNPO7BN820CC0100JRNPO7BN8200100CG820J7B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC0100JRNPO7BN820CC0100JRNPO7BN8200100CG820J7B200,01005(0402),±5%,NP0,16 V,82,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC0100KRNPO7BN101CC0100KRNPO7BN1010100CG101K7B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC0100KRNPO7BN101CC0100KRNPO7BN1010100CG101K7B200,01005(0402),±10%,NP0,16 V,100,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC0100KRX5R4BB101CC0100KRX5R4BB10101002B101K4B20D,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC0100KRX5R4BB101CC0100KRX5R4BB10101002B101K4B20D,01005(0402),±10%,X5R,4 V,100,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC0100KRX5R4BB102CC0100KRX5R4BB10201002B102K4B20D,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC0100KRX5R4BB102CC0100KRX5R4BB10201002B102K4B20D,01005(0402),±10%,X5R,4 V,1 000,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC0100KRX5R4BB103CC0100KRX5R4BB10301002B103K4B20D,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC0100KRX5R4BB103CC0100KRX5R4BB10301002B103K4B20D,01005(0402),±10%,X5R,4 V,10 000,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC0100KRX5R4BB221CC0100KRX5R4BB22101002B221K4B20D,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC0100KRX5R4BB221CC0100KRX5R4BB22101002B221K4B20D,01005(0402),±10%,X5R,4 V,220,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC0100KRX5R4BB222CC0100KRX5R4BB22201002B222K4B20D,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC0100KRX5R4BB222CC0100KRX5R4BB22201002B222K4B20D,01005(0402),±10%,X5R,4 V,2 200,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC0100KRX5R4BB471CC0100KRX5R4BB47101002B471K4B20D,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC0100KRX5R4BB471CC0100KRX5R4BB47101002B471K4B20D,01005(0402),±10%,X5R,4 V,470,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC0100KRX5R4BB472CC0100KRX5R4BB47201002B472K4B20D,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC0100KRX5R4BB472CC0100KRX5R4BB47201002B472K4B20D,01005(0402),±10%,X5R,4 V,4 700,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC0100KRX5R5BB101CC0100KRX5R5BB10101002B101K5B20D,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC0100KRX5R5BB101CC0100KRX5R5BB10101002B101K5B20D,01005(0402),±10%,X5R,6.3 V,100,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC0100KRX5R5BB102CC0100KRX5R5BB10201002B102K5B20D,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC0100KRX5R5BB102CC0100KRX5R5BB10201002B102K5B20D,01005(0402),±10%,X5R,6.3 V,1 000,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC0100KRX5R5BB103CC0100KRX5R5BB10301002B103K5B20D,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC0100KRX5R5BB103CC0100KRX5R5BB10301002B103K5B20D,01005(0402),±10%,X5R,6.3 V,10 000,7" Paper,0.2mm
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC0100KRX5R5BB10401002B104K5B20D,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC0100KRX5R5BB10401002B104K5B20D,01005(0402),±10%,X5R,6.3 V,100 000,7" Paper,0.2mm
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC0100KRX5R5BB151CC0100KRX5R5BB15101002B151K5B20D,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC0100KRX5R5BB151CC0100KRX5R5BB15101002B151K5B20D,01005(0402),±10%,X5R,6.3 V,150,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC0100KRX5R5BB152CC0100KRX5R5BB15201002B152K5B20D,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC0100KRX5R5BB152CC0100KRX5R5BB15201002B152K5B20D,01005(0402),±10%,X5R,6.3 V,1 500,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC0100KRX5R5BB221CC0100KRX5R5BB22101002B221K5B20D,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC0100KRX5R5BB221CC0100KRX5R5BB22101002B221K5B20D,01005(0402),±10%,X5R,6.3 V,220,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC0100KRX5R5BB222CC0100KRX5R5BB22201002B222K5B20D,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC0100KRX5R5BB222CC0100KRX5R5BB22201002B222K5B20D,01005(0402),±10%,X5R,6.3 V,2 200,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC0100KRX5R5BB331CC0100KRX5R5BB33101002B331K5B20D,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC0100KRX5R5BB331CC0100KRX5R5BB33101002B331K5B20D,01005(0402),±10%,X5R,6.3 V,330,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC0100KRX5R5BB332CC0100KRX5R5BB33201002B332K5B20D,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC0100KRX5R5BB332CC0100KRX5R5BB33201002B332K5B20D,01005(0402),±10%,X5R,6.3 V,3 300,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC0100KRX5R5BB471CC0100KRX5R5BB47101002B471K5B20D,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC0100KRX5R5BB471CC0100KRX5R5BB47101002B471K5B20D,01005(0402),±10%,X5R,6.3 V,470,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC0100KRX5R5BB472CC0100KRX5R5BB47201002B472K5B20D,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC0100KRX5R5BB472CC0100KRX5R5BB47201002B472K5B20D,01005(0402),±10%,X5R,6.3 V,4 700,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC0100KRX5R5BB681CC0100KRX5R5BB68101002B681K5B20D,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC0100KRX5R5BB681CC0100KRX5R5BB68101002B681K5B20D,01005(0402),±10%,X5R,6.3 V,680,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC0100KRX5R5BB682CC0100KRX5R5BB68201002B682K5B20D,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC0100KRX5R5BB682CC0100KRX5R5BB68201002B682K5B20D,01005(0402),±10%,X5R,6.3 V,6 800,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC0100KRX5R6BB101CC0100KRX5R6BB10101002B101K6B20D,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC0100KRX5R6BB101CC0100KRX5R6BB10101002B101K6B20D,01005(0402),±10%,X5R,10 V,100,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC0100KRX5R6BB151CC0100KRX5R6BB15101002B151K6B20D,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC0100KRX5R6BB151CC0100KRX5R6BB15101002B151K6B20D,01005(0402),±10%,X5R,10 V,150,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC0100KRX5R6BB221CC0100KRX5R6BB22101002B221K6B20D,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC0100KRX5R6BB221CC0100KRX5R6BB22101002B221K6B20D,01005(0402),±10%,X5R,10 V,220,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC0100KRX5R6BB331CC0100KRX5R6BB33101002B331K6B20D,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC0100KRX5R6BB331CC0100KRX5R6BB33101002B331K6B20D,01005(0402),±10%,X5R,10 V,330,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC0100KRX5R6BB471CC0100KRX5R6BB47101002B471K6B20D,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC0100KRX5R6BB471CC0100KRX5R6BB47101002B471K6B20D,01005(0402),±10%,X5R,10 V,470,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC0100KRX7R4BB10101002R101K4B20D,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC0100KRX7R4BB10101002R101K4B20D,01005(0402),±10%,X7R,4 V,100,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC0100KRX7R4BB22101002R221K4B20D,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC0100KRX7R4BB22101002R221K4B20D,01005(0402),±10%,X7R,4 V,220,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC0100KRX7R4BB47101002R471K4B20D,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC0100KRX7R4BB47101002R471K4B20D,01005(0402),±10%,X7R,4 V,470,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC0100KRX7R5BB101CC0100KRX7R5BB10101002R101K5B20D,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC0100KRX7R5BB101CC0100KRX7R5BB10101002R101K5B20D,01005(0402),±10%,X7R,6.3 V,100,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC0100KRX7R5BB22101002R221K5B20D,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC0100KRX7R5BB22101002R221K5B20D,01005(0402),±10%,X7R,6.3 V,220,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC0100KRX7R5BB47101002R471K5B20D,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC0100KRX7R5BB47101002R471K5B20D,01005(0402),±10%,X7R,6.3 V,470,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC0100KRX7R6BB10101002R101K6B20D,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC0100KRX7R6BB10101002R101K6B20D,01005(0402),±10%,X7R,10 V,100,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC0100KRX7R6BB221CC0100KRX7R6BB22101002R221K6B20D,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC0100KRX7R6BB221CC0100KRX7R6BB22101002R221K6B20D,01005(0402),±10%,X7R,10 V,220,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC0100KRX7R6BB47101002R471K6B20D,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC0100KRX7R6BB47101002R471K6B20D,01005(0402),±10%,X7R,10 V,470,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC0100MRX5R5BB104CC0100MRX5R5BB10401002B104M5B20D,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC0100MRX5R5BB104CC0100MRX5R5BB10401002B104M5B20D,01005(0402),±20%,X5R,6.3 V,100 000,7" Paper,0.2mm
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC02010RX7R7BB33222387881502902012R33207B20D,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC02010RX7R7BB33222387881502902012R33207B20D,0201(0603),,X7R,16 V,3 300,7" Paper,0.3mm
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC0201BRNPO8BN1R02238918141080201CG1R0B8B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC0201BRNPO8BN1R02238918141080201CG1R0B8B200,0201(0603),±0.1pF,NP0,25 V,1,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC0201BRNPO8BN1R22238918141280201CG1R2B8B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC0201BRNPO8BN1R22238918141280201CG1R2B8B200,0201(0603),±0.1pF,NP0,25 V,1.2,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC0201BRNPO8BN1R32238918141380201CG1R3B8B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC0201BRNPO8BN1R32238918141380201CG1R3B8B200,0201(0603),±0.1pF,NP0,25 V,1.3,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC0201BRNPO8BN1R52238918141580201CG1R5B8B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC0201BRNPO8BN1R52238918141580201CG1R5B8B200,0201(0603),±0.1pF,NP0,25 V,1.5,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC0201BRNPO8BN1R62238918141680201CG1R6B8B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC0201BRNPO8BN1R62238918141680201CG1R6B8B200,0201(0603),±0.1pF,NP0,25 V,1.6,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC0201BRNPO8BN1R82238918151880201CG1R8B8B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC0201BRNPO8BN1R82238918151880201CG1R8B8B200,0201(0603),±0.1pF,NP0,25 V,1.8,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC0201BRNPO8BN2R0CC0201BRNPO8BN2R00201CG2R0B8B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC0201BRNPO8BN2R0CC0201BRNPO8BN2R00201CG2R0B8B200,0201(0603),±0.1pF,NP0,25 V,2,7" Paper,
